# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-11-10 11:17:02 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03303280 OHIO RIVER AT CANNELTON DAM AT CANNELTON, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03303280
#            TS   parameter     statistic     Description
#        192392       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	192392_00060_00003	192392_00060_00003_cd
USGS	03303280	1977-07-07	35400	A
USGS	03303280	1977-07-08	40400	A
USGS	03303280	1977-07-09	59800	A
USGS	03303280	1977-07-10	57200	A
USGS	03303280	1977-07-11	77000	A
USGS	03303280	1977-07-12	48200	A
USGS	03303280	1977-07-13	45600	A
USGS	03303280	1977-07-14	47900	A
USGS	03303280	1977-07-15	65100	A
USGS	03303280	1977-07-16	74800	A
USGS	03303280	1977-07-17	61200	A
USGS	03303280	1977-07-18	48900	A
USGS	03303280	1977-07-19	27000	A
USGS	03303280	1977-07-20	29900	A
USGS	03303280	1977-07-21	48100	A
USGS	03303280	1977-07-22	66000	A
USGS	03303280	1977-07-23	79900	A
USGS	03303280	1977-07-24	77800	A
USGS	03303280	1977-07-25	78600	A
USGS	03303280	1977-07-26	74300	A
USGS	03303280	1977-07-27	79400	A
USGS	03303280	1977-07-28	72900	A
USGS	03303280	1977-07-29	59600	A
USGS	03303280	1977-07-30	64000	A
USGS	03303280	1977-07-31	40400	A
USGS	03303280	1977-08-01	32600	A
USGS	03303280	1977-08-02	42100	A
USGS	03303280	1977-08-03	39700	A
USGS	03303280	1977-08-04	36900	A
USGS	03303280	1977-08-05	33300	A
USGS	03303280	1977-08-06	20900	A
USGS	03303280	1977-08-07	24300	A
USGS	03303280	1977-08-08	40400	A
USGS	03303280	1977-08-09	71400	A
USGS	03303280	1977-08-10	62300	A
USGS	03303280	1977-08-11	81700	A
USGS	03303280	1977-08-12	86200	A
USGS	03303280	1977-08-13	118000	A
USGS	03303280	1977-08-14	125000	A
USGS	03303280	1977-08-15	145000	A
USGS	03303280	1977-08-16	180000	A
USGS	03303280	1977-08-17	205000	A
USGS	03303280	1977-08-18	173000	A
USGS	03303280	1977-08-19	122000	A
USGS	03303280	1977-08-20	111000	A
USGS	03303280	1977-08-21	100000	A
USGS	03303280	1977-08-22	76100	A
USGS	03303280	1977-08-23	62100	A
USGS	03303280	1977-08-24	64700	A
USGS	03303280	1977-08-25	80400	A
USGS	03303280	1977-08-26	85400	A
USGS	03303280	1977-08-27	90800	A
USGS	03303280	1977-08-28	65800	A
USGS	03303280	1977-08-29	46100	A
USGS	03303280	1977-08-30	27000	A
USGS	03303280	1977-08-31	43700	A
USGS	03303280	1977-09-01	41200	A
USGS	03303280	1977-09-02	32000	A
USGS	03303280	1977-09-03	25900	A
USGS	03303280	1977-09-04	32200	A
USGS	03303280	1977-09-05	38300	A
USGS	03303280	1977-09-06	20300	A
USGS	03303280	1977-09-07	29500	A
USGS	03303280	1977-09-08	43700	A
USGS	03303280	1977-09-09	15500	A
USGS	03303280	1977-09-10	16900	A
USGS	03303280	1977-09-11	31800	A
USGS	03303280	1977-09-12	34400	A
USGS	03303280	1977-09-13	27600	A
USGS	03303280	1977-09-14	23400	A
USGS	03303280	1977-09-15	15800	A
USGS	03303280	1977-09-16	49200	A
USGS	03303280	1977-09-17	68800	A
USGS	03303280	1977-09-18	55900	A
USGS	03303280	1977-09-19	55400	A
USGS	03303280	1977-09-20	57700	A
USGS	03303280	1977-09-21	65300	A
USGS	03303280	1977-09-22	72500	A
USGS	03303280	1977-09-23	76600	A
USGS	03303280	1977-09-24	85900	A
USGS	03303280	1977-09-25	65600	A
USGS	03303280	1977-09-26	52300	A
USGS	03303280	1977-09-27	66000	A
USGS	03303280	1977-09-28	73200	A
USGS	03303280	1977-09-29	69800	A
USGS	03303280	1977-09-30	70100	A
USGS	03303280	1977-10-01	100000	A
USGS	03303280	1977-10-02	158000	A
USGS	03303280	1977-10-03	158000	A
USGS	03303280	1977-10-04	143000	A
USGS	03303280	1977-10-05	147000	A
USGS	03303280	1977-10-06	135000	A
USGS	03303280	1977-10-07	110000	A
USGS	03303280	1977-10-08	100000	A
USGS	03303280	1977-10-09	99300	A
USGS	03303280	1977-10-10	97000	A
USGS	03303280	1977-10-11	108000	A
USGS	03303280	1977-10-12	136000	A
USGS	03303280	1977-10-13	147000	A
USGS	03303280	1977-10-14	140000	A
USGS	03303280	1977-10-15	117000	A
USGS	03303280	1977-10-16	95100	A
USGS	03303280	1977-10-17	76800	A
USGS	03303280	1977-10-18	65600	A
USGS	03303280	1977-10-19	67600	A
USGS	03303280	1977-10-20	74300	A
USGS	03303280	1977-10-21	74300	A
USGS	03303280	1977-10-22	70400	A
USGS	03303280	1977-10-23	54300	A
USGS	03303280	1977-10-24	44100	A
USGS	03303280	1977-10-25	45700	A
USGS	03303280	1977-10-26	73600	A
USGS	03303280	1977-10-27	95900	A
USGS	03303280	1977-10-28	70900	A
USGS	03303280	1977-10-29	63900	A
USGS	03303280	1977-10-30	73900	A
USGS	03303280	1977-10-31	59900	A
USGS	03303280	1977-11-01	47200	A
USGS	03303280	1977-11-02	49800	A
USGS	03303280	1977-11-03	55900	A
USGS	03303280	1977-11-04	39400	A
USGS	03303280	1977-11-05	48900	A
USGS	03303280	1977-11-06	47100	A
USGS	03303280	1977-11-07	68700	A
USGS	03303280	1977-11-08	99100	A
USGS	03303280	1977-11-09	139000	A
USGS	03303280	1977-11-10	171000	A
USGS	03303280	1977-11-11	181000	A
USGS	03303280	1977-11-12	183000	A
USGS	03303280	1977-11-13	175000	A
USGS	03303280	1977-11-14	158000	A
USGS	03303280	1977-11-15	133000	A
USGS	03303280	1977-11-16	113000	A
USGS	03303280	1977-11-17	125000	A
USGS	03303280	1977-11-18	130000	A
USGS	03303280	1977-11-19	127000	A
USGS	03303280	1977-11-20	125000	A
USGS	03303280	1977-11-21	157000	A
USGS	03303280	1977-11-22	185000	A
USGS	03303280	1977-11-23	158000	A
USGS	03303280	1977-11-24	124000	A
USGS	03303280	1977-11-25	120000	A
USGS	03303280	1977-11-26	143000	A
USGS	03303280	1977-11-27	153000	A
USGS	03303280	1977-11-28	148000	A
USGS	03303280	1977-11-29	129000	A
USGS	03303280	1977-11-30	140000	A
USGS	03303280	1977-12-01	223000	A
USGS	03303280	1977-12-02	266000	A
USGS	03303280	1977-12-03	265000	A
USGS	03303280	1977-12-04	259000	A
USGS	03303280	1977-12-05	271000	A
USGS	03303280	1977-12-06	322000	A
USGS	03303280	1977-12-07	357000	A
USGS	03303280	1977-12-08	374000	A
USGS	03303280	1977-12-09	387000	A
USGS	03303280	1977-12-10	369000	A
USGS	03303280	1977-12-11	305000	A
USGS	03303280	1977-12-12	227000	A
USGS	03303280	1977-12-13	193000	A
USGS	03303280	1977-12-14	191000	A
USGS	03303280	1977-12-15	229000	A
USGS	03303280	1977-12-16	240000	A
USGS	03303280	1977-12-17	246000	A
USGS	03303280	1977-12-18	268000	A
USGS	03303280	1977-12-19	282000	A
USGS	03303280	1977-12-20	312000	A
USGS	03303280	1977-12-21	294000	A
USGS	03303280	1977-12-22	259000	A
USGS	03303280	1977-12-23	238000	A
USGS	03303280	1977-12-24	224000	A
USGS	03303280	1977-12-25	206000	A
USGS	03303280	1977-12-26	185000	A
USGS	03303280	1977-12-27	169000	A
USGS	03303280	1977-12-28	165000	A
USGS	03303280	1977-12-29	165000	A
USGS	03303280	1977-12-30	163000	A
USGS	03303280	1977-12-31	147000	A
USGS	03303280	1978-01-01	127000	A
USGS	03303280	1978-01-02	111000	A
USGS	03303280	1978-01-03	109000	A
USGS	03303280	1978-01-04	106000	A
USGS	03303280	1978-01-05	98300	A
USGS	03303280	1978-01-06	88300	A
USGS	03303280	1978-01-07	78800	A
USGS	03303280	1978-01-08	108000	A
USGS	03303280	1978-01-09	211000	A
USGS	03303280	1978-01-10	263000	A
USGS	03303280	1978-01-11	281000	A
USGS	03303280	1978-01-12	281000	A
USGS	03303280	1978-01-13	280000	A
USGS	03303280	1978-01-14	258000	A
USGS	03303280	1978-01-15	200000	A
USGS	03303280	1978-01-16	165000	A
USGS	03303280	1978-01-17	150000	A
USGS	03303280	1978-01-18	119000	A
USGS	03303280	1978-01-19	105000	A
USGS	03303280	1978-01-20	105000	A
USGS	03303280	1978-01-21	112000	A
USGS	03303280	1978-01-22	125000	A
USGS	03303280	1978-01-23	116000	A
USGS	03303280	1978-01-24	101000	A
USGS	03303280	1978-01-25	111000	A
USGS	03303280	1978-01-26	150000	A
USGS	03303280	1978-01-27	235000	A
USGS	03303280	1978-01-28	328000	A
USGS	03303280	1978-01-29	429000	A
USGS	03303280	1978-01-30	480000	A
USGS	03303280	1978-01-31	507000	A
USGS	03303280	1978-02-01	504000	A
USGS	03303280	1978-02-02	446000	A
USGS	03303280	1978-02-03	348000	A
USGS	03303280	1978-02-04	229000	A
USGS	03303280	1978-02-05	184000	A
USGS	03303280	1978-02-06	147000	A
USGS	03303280	1978-02-07	108000	A
USGS	03303280	1978-02-08	115000	A
USGS	03303280	1978-02-09	93200	A
USGS	03303280	1978-02-10	94000	A
USGS	03303280	1978-02-11	103000	A
USGS	03303280	1978-02-12	95100	A
USGS	03303280	1978-02-13	91500	A
USGS	03303280	1978-02-14	91300	A
USGS	03303280	1978-02-15	75000	A
USGS	03303280	1978-02-16	82400	A
USGS	03303280	1978-02-17	87700	A
USGS	03303280	1978-02-18	90100	A
USGS	03303280	1978-02-19	83300	A
USGS	03303280	1978-02-20	79700	A
USGS	03303280	1978-02-21	78700	A
USGS	03303280	1978-02-22	63400	A
USGS	03303280	1978-02-23	64600	A
USGS	03303280	1978-02-24	79000	A
USGS	03303280	1978-02-25	68200	A
USGS	03303280	1978-02-26	57300	A
USGS	03303280	1978-02-27	67400	A
USGS	03303280	1978-02-28	81200	A
USGS	03303280	1978-03-01	75500	A
USGS	03303280	1978-03-02	72400	A
USGS	03303280	1978-03-03	75100	A
USGS	03303280	1978-03-04	81200	A
USGS	03303280	1978-03-05	72600	A
USGS	03303280	1978-03-06	64500	A
USGS	03303280	1978-03-07	78400	A
USGS	03303280	1978-03-08	86100	A
USGS	03303280	1978-03-09	111000	A
USGS	03303280	1978-03-10	139000	A
USGS	03303280	1978-03-11	196000	A
USGS	03303280	1978-03-12	262000	A
USGS	03303280	1978-03-13	316000	A
USGS	03303280	1978-03-14	407000	A
USGS	03303280	1978-03-15	483000	A
USGS	03303280	1978-03-16	529000	A
USGS	03303280	1978-03-17	552000	A
USGS	03303280	1978-03-18	561000	A
USGS	03303280	1978-03-19	559000	A
USGS	03303280	1978-03-20	549000	A
USGS	03303280	1978-03-21	532000	A
USGS	03303280	1978-03-22	504000	A
USGS	03303280	1978-03-23	455000	A
USGS	03303280	1978-03-24	398000	A
USGS	03303280	1978-03-25	352000	A
USGS	03303280	1978-03-26	332000	A
USGS	03303280	1978-03-27	338000	A
USGS	03303280	1978-03-28	364000	A
USGS	03303280	1978-03-29	392000	A
USGS	03303280	1978-03-30	411000	A
USGS	03303280	1978-03-31	413000	A
USGS	03303280	1978-04-01	398000	A
USGS	03303280	1978-04-02	362000	A
USGS	03303280	1978-04-03	302000	A
USGS	03303280	1978-04-04	248000	A
USGS	03303280	1978-04-05	225000	A
USGS	03303280	1978-04-06	207000	A
USGS	03303280	1978-04-07	197000	A
USGS	03303280	1978-04-08	196000	A
USGS	03303280	1978-04-09	205000	A
USGS	03303280	1978-04-10	214000	A
USGS	03303280	1978-04-11	219000	A
USGS	03303280	1978-04-12	207000	A
USGS	03303280	1978-04-13	188000	A
USGS	03303280	1978-04-14	173000	A
USGS	03303280	1978-04-15	162000	A
USGS	03303280	1978-04-16	145000	A
USGS	03303280	1978-04-17	134000	A
USGS	03303280	1978-04-18	123000	A
USGS	03303280	1978-04-19	111000	A
USGS	03303280	1978-04-20	106000	A
USGS	03303280	1978-04-21	121000	A
USGS	03303280	1978-04-22	137000	A
USGS	03303280	1978-04-23	146000	A
USGS	03303280	1978-04-24	157000	A
USGS	03303280	1978-04-25	168000	A
USGS	03303280	1978-04-26	170000	A
USGS	03303280	1978-04-27	166000	A
USGS	03303280	1978-04-28	197000	A
USGS	03303280	1978-04-29	252000	A
USGS	03303280	1978-04-30	274000	A
USGS	03303280	1978-05-01	273000	A
USGS	03303280	1978-05-02	231000	A
USGS	03303280	1978-05-03	167000	A
USGS	03303280	1978-05-04	135000	A
USGS	03303280	1978-05-05	130000	A
USGS	03303280	1978-05-06	143000	A
USGS	03303280	1978-05-07	160000	A
USGS	03303280	1978-05-08	166000	A
USGS	03303280	1978-05-09	196000	A
USGS	03303280	1978-05-10	228000	A
USGS	03303280	1978-05-11	253000	A
USGS	03303280	1978-05-12	261000	A
USGS	03303280	1978-05-13	275000	A
USGS	03303280	1978-05-14	276000	A
USGS	03303280	1978-05-15	272000	A
USGS	03303280	1978-05-16	265000	A
USGS	03303280	1978-05-17	265000	A
USGS	03303280	1978-05-18	266000	A
USGS	03303280	1978-05-19	265000	A
USGS	03303280	1978-05-20	263000	A
USGS	03303280	1978-05-21	266000	A
USGS	03303280	1978-05-22	273000	A
USGS	03303280	1978-05-23	265000	A
USGS	03303280	1978-05-24	245000	A
USGS	03303280	1978-05-25	234000	A
USGS	03303280	1978-05-26	226000	A
USGS	03303280	1978-05-27	231000	A
USGS	03303280	1978-05-28	230000	A
USGS	03303280	1978-05-29	216000	A
USGS	03303280	1978-05-30	179000	A
USGS	03303280	1978-05-31	133000	A
USGS	03303280	1978-06-01	105000	A
USGS	03303280	1978-06-02	93300	A
USGS	03303280	1978-06-03	91200	A
USGS	03303280	1978-06-04	75900	A
USGS	03303280	1978-06-05	69900	A
USGS	03303280	1978-06-06	69700	A
USGS	03303280	1978-06-07	67600	A
USGS	03303280	1978-06-08	64200	A
USGS	03303280	1978-06-09	73800	A
USGS	03303280	1978-06-10	99200	A
USGS	03303280	1978-06-11	123000	A
USGS	03303280	1978-06-12	123000	A
USGS	03303280	1978-06-13	104000	A
USGS	03303280	1978-06-14	91300	A
USGS	03303280	1978-06-15	81300	A
USGS	03303280	1978-06-16	66100	A
USGS	03303280	1978-06-17	46200	A
USGS	03303280	1978-06-18	51000	A
USGS	03303280	1978-06-19	68800	A
USGS	03303280	1978-06-20	67600	A
USGS	03303280	1978-06-21	66000	A
USGS	03303280	1978-06-22	76600	A
USGS	03303280	1978-06-23	80300	A
USGS	03303280	1978-06-24	65800	A
USGS	03303280	1978-06-25	51300	A
USGS	03303280	1978-06-26	52400	A
USGS	03303280	1978-06-27	54900	A
USGS	03303280	1978-06-28	62600	A
USGS	03303280	1978-06-29	71300	A
USGS	03303280	1978-06-30	85400	A
USGS	03303280	1978-07-01	90600	A
USGS	03303280	1978-07-02	87500	A
USGS	03303280	1978-07-03	82400	A
USGS	03303280	1978-07-04	86200	A
USGS	03303280	1978-07-05	103000	A
USGS	03303280	1978-07-06	122000	A
USGS	03303280	1978-07-07	138000	A
USGS	03303280	1978-07-08	119000	A
USGS	03303280	1978-07-09	84600	A
USGS	03303280	1978-07-10	73100	A
USGS	03303280	1978-07-11	69700	A
USGS	03303280	1978-07-12	52800	A
USGS	03303280	1978-07-13	57200	A
USGS	03303280	1978-07-14	50700	A
USGS	03303280	1978-07-15	45100	A
USGS	03303280	1978-07-16	75400	A
USGS	03303280	1978-07-17	89900	A
USGS	03303280	1978-07-18	64900	A
USGS	03303280	1978-07-19	63000	A
USGS	03303280	1978-07-20	48600	A
USGS	03303280	1978-07-21	31000	A
USGS	03303280	1978-07-22	41400	A
USGS	03303280	1978-07-23	26500	A
USGS	03303280	1978-07-24	35500	A
USGS	03303280	1978-07-25	55300	A
USGS	03303280	1978-07-26	60000	A
USGS	03303280	1978-07-27	28700	A
USGS	03303280	1978-07-28	24300	A
USGS	03303280	1978-07-29	35900	A
USGS	03303280	1978-07-30	34400	A
USGS	03303280	1978-07-31	78000	A
USGS	03303280	1978-08-01	98900	A
USGS	03303280	1978-08-02	107000	A
USGS	03303280	1978-08-03	110000	A
USGS	03303280	1978-08-04	76500	A
USGS	03303280	1978-08-05	62600	A
USGS	03303280	1978-08-06	59700	A
USGS	03303280	1978-08-07	57700	A
USGS	03303280	1978-08-08	75400	A
USGS	03303280	1978-08-09	106000	A
USGS	03303280	1978-08-10	111000	A
USGS	03303280	1978-08-11	109000	A
USGS	03303280	1978-08-12	107000	A
USGS	03303280	1978-08-13	110000	A
USGS	03303280	1978-08-14	114000	A
USGS	03303280	1978-08-15	97000	A
USGS	03303280	1978-08-16	83800	A
USGS	03303280	1978-08-17	61500	A
USGS	03303280	1978-08-18	58800	A
USGS	03303280	1978-08-19	72100	A
USGS	03303280	1978-08-20	48900	A
USGS	03303280	1978-08-21	54800	A
USGS	03303280	1978-08-22	38300	A
USGS	03303280	1978-08-23	13200	A
USGS	03303280	1978-08-24	18800	A
USGS	03303280	1978-08-25	19300	A
USGS	03303280	1978-08-26	21000	A
USGS	03303280	1978-08-27	37200	A
USGS	03303280	1978-08-28	24700	A
USGS	03303280	1978-08-29	55300	A
USGS	03303280	1978-08-30	52000	A
USGS	03303280	1978-08-31	86900	A
USGS	03303280	1978-09-01	135000	A
USGS	03303280	1978-09-02	141000	A
USGS	03303280	1978-09-03	119000	A
USGS	03303280	1978-09-04	87700	A
USGS	03303280	1978-09-05	43400	A
USGS	03303280	1978-09-06	51900	A
USGS	03303280	1978-09-07	20500	A
USGS	03303280	1978-09-08	36400	A
USGS	03303280	1978-09-09	30500	A
USGS	03303280	1978-09-10	27200	A
USGS	03303280	1978-09-11	23800	A
USGS	03303280	1978-09-12	12200	A
USGS	03303280	1978-09-13	33300	A
USGS	03303280	1978-09-14	53000	A
USGS	03303280	1978-09-15	24800	A
USGS	03303280	1978-09-16	15800	A
USGS	03303280	1978-09-17	27100	A
USGS	03303280	1978-09-18	33900	A
USGS	03303280	1978-09-19	40200	A
USGS	03303280	1978-09-20	29100	A
USGS	03303280	1978-09-21	45600	A
USGS	03303280	1978-09-22	21300	A
USGS	03303280	1978-09-23	33000	A
USGS	03303280	1978-09-24	25300	A
USGS	03303280	1978-09-25	19900	A
USGS	03303280	1978-09-26	11400	A
USGS	03303280	1978-09-27	30700	A
USGS	03303280	1978-09-28	21600	A
USGS	03303280	1978-09-29	30600	A
USGS	03303280	1978-09-30	15200	A
USGS	03303280	1978-10-01	18100	A
USGS	03303280	1978-10-02	20700	A
USGS	03303280	1978-10-03	20600	A
USGS	03303280	1978-10-04	20800	A
USGS	03303280	1978-10-05	27100	A
USGS	03303280	1978-10-06	31800	A
USGS	03303280	1978-10-07	19700	A
USGS	03303280	1978-10-08	16600	A
USGS	03303280	1978-10-09	21800	A
USGS	03303280	1978-10-10	21800	A
USGS	03303280	1978-10-11	21400	A
USGS	03303280	1978-10-12	21700	A
USGS	03303280	1978-10-13	53900	A
USGS	03303280	1978-10-14	65200	A
USGS	03303280	1978-10-15	74500	A
USGS	03303280	1978-10-16	86800	A
USGS	03303280	1978-10-17	79300	A
USGS	03303280	1978-10-18	70700	A
USGS	03303280	1978-10-19	54800	A
USGS	03303280	1978-10-20	38700	A
USGS	03303280	1978-10-21	42000	A
USGS	03303280	1978-10-22	37200	A
USGS	03303280	1978-10-23	35200	A
USGS	03303280	1978-10-24	33900	A
USGS	03303280	1978-10-25	19200	A
USGS	03303280	1978-10-26	33200	A
USGS	03303280	1978-10-27	58600	A
USGS	03303280	1978-10-28	92700	A
USGS	03303280	1978-10-29	94600	A
USGS	03303280	1978-10-30	78900	A
USGS	03303280	1978-10-31	54700	A
USGS	03303280	1978-11-01	44000	A
USGS	03303280	1978-11-02	40500	A
USGS	03303280	1978-11-03	33900	A
USGS	03303280	1978-11-04	35200	A
USGS	03303280	1978-11-05	30700	A
USGS	03303280	1978-11-06	39900	A
USGS	03303280	1978-11-07	34400	A
USGS	03303280	1978-11-08	27800	A
USGS	03303280	1978-11-09	30900	A
USGS	03303280	1978-11-10	30100	A
USGS	03303280	1978-11-11	24900	A
USGS	03303280	1978-11-12	24200	A
USGS	03303280	1978-11-13	24200	A
USGS	03303280	1978-11-14	24200	A
USGS	03303280	1978-11-15	30400	A
USGS	03303280	1978-11-16	58400	A
USGS	03303280	1978-11-17	88600	A
USGS	03303280	1978-11-18	127000	A
USGS	03303280	1978-11-19	135000	A
USGS	03303280	1978-11-20	115000	A
USGS	03303280	1978-11-21	85800	A
USGS	03303280	1978-11-22	64600	A
USGS	03303280	1978-11-23	41400	A
USGS	03303280	1978-11-24	62700	A
USGS	03303280	1978-11-25	52100	A
USGS	03303280	1978-11-26	69300	A
USGS	03303280	1978-11-27	118000	A
USGS	03303280	1978-11-28	144000	A
USGS	03303280	1978-11-29	157000	A
USGS	03303280	1978-11-30	155000	A
USGS	03303280	1978-12-01	136000	A
USGS	03303280	1978-12-02	113000	A
USGS	03303280	1978-12-03	121000	A
USGS	03303280	1978-12-04	236000	A
USGS	03303280	1978-12-05	284000	A
USGS	03303280	1978-12-06	338000	A
USGS	03303280	1978-12-07	375000	A
USGS	03303280	1978-12-08	421000	A
USGS	03303280	1978-12-09	466000	A
USGS	03303280	1978-12-10	503000	A
USGS	03303280	1978-12-11	536000	A
USGS	03303280	1978-12-12	569000	A
USGS	03303280	1978-12-13	597000	A
USGS	03303280	1978-12-14	615000	A
USGS	03303280	1978-12-15	617000	A
USGS	03303280	1978-12-16	594000	A
USGS	03303280	1978-12-17	523000	A
USGS	03303280	1978-12-18	409000	A
USGS	03303280	1978-12-19	275000	A
USGS	03303280	1978-12-20	200000	A
USGS	03303280	1978-12-21	167000	A
USGS	03303280	1978-12-22	216000	A
USGS	03303280	1978-12-23	261000	A
USGS	03303280	1978-12-24	275000	A
USGS	03303280	1978-12-25	276000	A
USGS	03303280	1978-12-26	258000	A
USGS	03303280	1978-12-27	223000	A
USGS	03303280	1978-12-28	207000	A
USGS	03303280	1978-12-29	204000	A
USGS	03303280	1978-12-30	181000	A
USGS	03303280	1978-12-31	157000	A
USGS	03303280	1979-01-01	211000	A
USGS	03303280	1979-01-02	294000	A
USGS	03303280	1979-01-03	353000	A
USGS	03303280	1979-01-04	396000	A
USGS	03303280	1979-01-05	428000	A
USGS	03303280	1979-01-06	449000	A
USGS	03303280	1979-01-07	454000	A
USGS	03303280	1979-01-08	434000	A
USGS	03303280	1979-01-09	381000	A
USGS	03303280	1979-01-10	328000	A
USGS	03303280	1979-01-11	317000	A
USGS	03303280	1979-01-12	319000	A
USGS	03303280	1979-01-13	263000	A
USGS	03303280	1979-01-14	231000	A
USGS	03303280	1979-01-15	209000	A
USGS	03303280	1979-01-16	215000	A
USGS	03303280	1979-01-17	227000	A
USGS	03303280	1979-01-18	230000	A
USGS	03303280	1979-01-19	227000	A
USGS	03303280	1979-01-20	219000	A
USGS	03303280	1979-01-21	239000	A
USGS	03303280	1979-01-22	273000	A
USGS	03303280	1979-01-23	316000	A
USGS	03303280	1979-01-24	384000	A
USGS	03303280	1979-01-25	429000	A
USGS	03303280	1979-01-26	449000	A
USGS	03303280	1979-01-27	447000	A
USGS	03303280	1979-01-28	425000	A
USGS	03303280	1979-01-29	385000	A
USGS	03303280	1979-01-30	320000	A
USGS	03303280	1979-01-31	231000	A
USGS	03303280	1979-02-01	195000	A
USGS	03303280	1979-02-02	159000	A
USGS	03303280	1979-02-03	149000	A
USGS	03303280	1979-02-04	126000	A
USGS	03303280	1979-02-05	109000	A
USGS	03303280	1979-02-06	98700	A
USGS	03303280	1979-02-07	86000	A
USGS	03303280	1979-02-08	80300	A
USGS	03303280	1979-02-09	71400	A
USGS	03303280	1979-02-10	76400	A
USGS	03303280	1979-02-11	73400	A
USGS	03303280	1979-02-12	55100	A
USGS	03303280	1979-02-13	62300	A
USGS	03303280	1979-02-14	62400	A
USGS	03303280	1979-02-15	60000	A
USGS	03303280	1979-02-16	105000	A
USGS	03303280	1979-02-17	144000	A
USGS	03303280	1979-02-18	180000	A
USGS	03303280	1979-02-19	204000	A
USGS	03303280	1979-02-20	209000	A
USGS	03303280	1979-02-21	191000	A
USGS	03303280	1979-02-22	199000	A
USGS	03303280	1979-02-23	270000	A
USGS	03303280	1979-02-24	340000	A
USGS	03303280	1979-02-25	414000	A
USGS	03303280	1979-02-26	480000	A
USGS	03303280	1979-02-27	524000	A
USGS	03303280	1979-02-28	552000	A
USGS	03303280	1979-03-01	572000	A
USGS	03303280	1979-03-02	584000	A
USGS	03303280	1979-03-03	589000	A
USGS	03303280	1979-03-04	588000	A
USGS	03303280	1979-03-05	574000	A
USGS	03303280	1979-03-06	552000	A
USGS	03303280	1979-03-07	526000	A
USGS	03303280	1979-03-08	502000	A
USGS	03303280	1979-03-09	484000	A
USGS	03303280	1979-03-10	478000	A
USGS	03303280	1979-03-11	474000	A
USGS	03303280	1979-03-12	464000	A
USGS	03303280	1979-03-13	439000	A
USGS	03303280	1979-03-14	401000	A
USGS	03303280	1979-03-15	355000	A
USGS	03303280	1979-03-16	300000	A
USGS	03303280	1979-03-17	250000	A
USGS	03303280	1979-03-18	231000	A
USGS	03303280	1979-03-19	221000	A
USGS	03303280	1979-03-20	197000	A
USGS	03303280	1979-03-21	171000	A
USGS	03303280	1979-03-22	153000	A
USGS	03303280	1979-03-23	153000	A
USGS	03303280	1979-03-24	154000	A
USGS	03303280	1979-03-25	155000	A
USGS	03303280	1979-03-26	162000	A
USGS	03303280	1979-03-27	191000	A
USGS	03303280	1979-03-28	215000	A
USGS	03303280	1979-03-29	224000	A
USGS	03303280	1979-03-30	212000	A
USGS	03303280	1979-03-31	199000	A
USGS	03303280	1979-04-01	222000	A
USGS	03303280	1979-04-02	299000	A
USGS	03303280	1979-04-03	353000	A
USGS	03303280	1979-04-04	399000	A
USGS	03303280	1979-04-05	424000	A
USGS	03303280	1979-04-06	425000	A
USGS	03303280	1979-04-07	411000	A
USGS	03303280	1979-04-08	392000	A
USGS	03303280	1979-04-09	376000	A
USGS	03303280	1979-04-10	334000	A
USGS	03303280	1979-04-11	280000	A
USGS	03303280	1979-04-12	287000	A
USGS	03303280	1979-04-13	343000	A
USGS	03303280	1979-04-14	390000	A
USGS	03303280	1979-04-15	413000	A
USGS	03303280	1979-04-16	406000	A
USGS	03303280	1979-04-17	372000	A
USGS	03303280	1979-04-18	320000	A
USGS	03303280	1979-04-19	252000	A
USGS	03303280	1979-04-20	231000	A
USGS	03303280	1979-04-21	208000	A
USGS	03303280	1979-04-22	192000	A
USGS	03303280	1979-04-23	166000	A
USGS	03303280	1979-04-24	150000	A
USGS	03303280	1979-04-25	137000	A
USGS	03303280	1979-04-26	121000	A
USGS	03303280	1979-04-27	111000	A
USGS	03303280	1979-04-28	113000	A
USGS	03303280	1979-04-29	124000	A
USGS	03303280	1979-04-30	148000	A
USGS	03303280	1979-05-01	158000	A
USGS	03303280	1979-05-02	146000	A
USGS	03303280	1979-05-03	123000	A
USGS	03303280	1979-05-04	118000	A
USGS	03303280	1979-05-05	134000	A
USGS	03303280	1979-05-06	162000	A
USGS	03303280	1979-05-07	194000	A
USGS	03303280	1979-05-08	210000	A
USGS	03303280	1979-05-09	191000	A
